,CG,VE,CM,GZ,TC,CZ,CA,CY
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,951900.8985953862,113333.3333333333,58333.333333333336,0.0,83333.33333333333,0.0,292630.574002904,58125.0
2,990702.8668706995,113333.33333333334,58333.333333333336,0.0,83333.33333333333,0.0,303907.39605795627,58125.0
3,1029017.6075253392,113333.33333333337,58333.333333333336,0.0,83333.33333333333,0.0,315042.617585436,58125.0
4,1066814.0007916,113333.3333333334,58333.333333333336,0.0,83333.33333333333,0.0,326027.1944028336,58125.0
5,1104061.3354738988,113333.3333333333,58333.333333333336,0.0,83333.33333333333,0.0,336852.2010689128,58125.0
6,1140729.350918297,113333.33333333333,58333.333333333336,0.0,83333.33333333333,0.0,347508.8430811033,58125.0
7,1176788.2785596272,113333.33333333339,58333.333333333336,0.0,83333.33333333333,0.0,357988.46895013424,58125.0
8,1212208.8829681587,113333.33333333337,58333.333333333336,0.0,83333.33333333333,0.0,368282.58212922106,58125.0
9,1246962.5023169739,113333.33333333342,58333.333333333336,0.0,83333.33333333333,0.0,378382.85277489736,58125.0
10,1281021.0881926105,113333.33333333326,58333.333333333336,0.0,83333.33333333333,0.0,388281.1293169828,58125.0
11,1314357.244671646,113333.33333333333,58333.333333333336,0.0,83333.33333333333,0.0,397969.44981521467,58125.0
12,1346944.266586992,113333.33333333342,58333.333333333336,0.0,83333.33333333333,0.0,407440.0530803909,58125.0
13,1378756.176908685,113333.33333333339,58333.333333333336,0.0,83333.33333333333,0.0,416685.38953816146,58125.0
14,1409767.7631649657,113333.33333333336,58333.333333333336,0.0,83333.33333333333,0.0,425698.1318139053,58125.0
15,1439954.6128312885,113333.33333333331,58333.333333333336,0.0,83333.33333333333,0.0,434471.1850176602,58125.0
16,1469293.147616106,113333.33333333328,58333.333333333336,0.0,83333.33333333333,0.0,442997.6967084304,58125.0
17,1497760.656574103,113333.33333333333,58333.333333333336,0.0,83333.33333333333,0.0,451271.0665177187,58125.0
18,1525335.3279797714,113333.33333333344,58333.333333333336,0.0,83333.33333333333,0.0,459284.9554127854,58125.0
19,1551996.2798960037,113333.33333333326,58333.333333333336,0.0,83333.33333333333,0.0,467033.2945806451,58125.0
20,1577723.5893749357,113333.33333333331,58333.333333333336,0.0,83333.33333333333,0.0,474510.2939145618,58125.0
21,1602498.3202305527,113333.33333333323,58333.333333333336,0.0,83333.33333333333,0.0,481710.4500854629,58125.0
22,1626302.5493253518,113333.33333333336,58333.333333333336,0.0,83333.33333333333,0.0,488628.55418150016,58125.0
23,1649119.3913160728,113333.33333333333,58333.333333333336,0.0,83333.33333333333,0.0,495259.6988997773,58125.0
24,1670933.021806363,113333.3333333334,58333.333333333336,0.0,83333.33333333333,0.0,501599.2852750946,58125.0
25,1691728.6988575335,113333.33333333334,58333.333333333336,0.0,83333.33333333333,0.0,507643.0289315107,58125.0
26,1711492.7828114675,113333.33333333326,58333.333333333336,0.0,83333.33333333333,0.0,513386.96584337676,58125.0
27,1730212.75438347,113333.33333333342,58333.333333333336,0.0,83333.33333333333,0.0,518827.4575935703,58125.0
28,1711820.287961742,113333.33333333346,58333.333333333336,0.0,83333.33333333333,0.0,513482.14702788665,58125.0
29,1693581.36693534,113333.33333333326,58333.333333333336,0.0,83333.33333333333,0.0,508181.4605928188,58125.0
30,1675494.7572242625,113333.33333333326,58333.333333333336,0.0,83333.33333333333,0.0,502925.0396338654,58125.0
31,1657559.2345169182,113333.3333333333,58333.333333333336,0.0,83333.33333333333,0.0,497712.52833546937,58125.0
32,1639773.5841932932,113333.33333333346,58333.333333333336,0.0,83333.33333333333,0.0,492543.57369868865,58125.0
33,1622136.6012487249,113333.33333333337,58333.333333333336,0.0,83333.33333333333,0.0,487417.8255190421,58125.0
34,1604647.090218268,113333.33333333323,58333.333333333336,0.0,83333.33333333333,0.0,482334.93636452936,58125.0
35,1587303.8651016592,113333.3333333334,58333.333333333336,0.0,83333.33333333333,0.0,477294.56155382306,58125.0
36,1570105.7492888654,113333.33333333326,58333.333333333336,0.0,83333.33333333333,0.0,472296.35913463176,58125.0
37,1553051.5754862195,113333.33333333333,58333.333333333336,0.0,83333.33333333333,0.0,467339.98986223247,58125.0
38,1536140.185643136,113333.3333333333,58333.333333333336,0.0,83333.33333333333,0.0,462425.11717817327,58125.0
39,1519370.430879399,113333.33333333333,58333.333333333336,0.0,83333.33333333333,0.0,457551.40718914045,58125.0
40,1502741.1714130205,113333.33333333328,58333.333333333336,0.0,83333.33333333333,0.0,452718.5286459931,58125.0
41,1486251.276488668,113333.33333333343,58333.333333333336,0.0,83333.33333333333,0.0,447926.1529229621,58125.0
42,1469899.624306651,113333.33333333343,58333.333333333336,0.0,83333.33333333333,0.0,443173.9539970115,58125.0
43,1453685.1019524639,113333.33333333337,58333.333333333336,0.0,83333.33333333333,0.0,438461.6084273624,58125.0
44,1437606.6053268826,113333.33333333324,58333.333333333336,0.0,83333.33333333333,0.0,433788.79533517716,58125.0
45,1421663.0390766123,113333.33333333336,58333.333333333336,0.0,83333.33333333333,0.0,429155.1963834038,58125.0
46,1405853.3165254737,113333.33333333336,58333.333333333336,0.0,83333.33333333333,0.0,424560.49575677695,58125.0
47,1390176.3596061333,113333.33333333337,58333.333333333336,0.0,83333.33333333333,0.0,420004.3801419771,58125.0
48,1374631.0987923683,113333.33333333331,58333.333333333336,0.0,83333.33333333333,0.0,415486.5387079451,58125.0
49,1359216.4730318624,113333.33333333331,58333.333333333336,0.0,83333.33333333333,0.0,411006.6630863508,58125.0
50,1343931.4296795288,113333.33333333334,58333.333333333336,0.0,83333.33333333333,0.0,406564.4473522152,58125.0
51,1328774.9244313578,113333.33333333334,58333.333333333336,0.0,83333.33333333333,0.0,402159.58800468483,58125.0
52,1313745.921258781,3168.227410472349,168498.43925619437,0.0,83333.33333333333,0.0,397791.7839479563,58125.0
53,1298843.3923435516,0.0,171666.66666666663,0.0,83333.33333333333,0.0,393460.73647235095,58125.0
54,1284066.3180131367,0.0,171666.66666666672,0.0,83333.33333333333,0.0,389166.1492355383,58125.0
55,1269413.6866766154,0.0,171666.66666666677,0.0,83333.33333333333,0.0,384907.7282439063,58125.0
56,1254884.4947610789,0.0,171666.66666666663,0.0,83333.33333333333,0.0,380685.1818340775,58125.0
57,1240477.7466485319,0.0,171666.6666666668,0.0,83333.33333333333,0.0,376498.2206545717,58125.0
58,1226192.4546132863,0.0,171666.66666666672,0.0,83333.33333333333,0.0,372346.5576476101,58125.0
59,1212027.6387598505,0.0,171666.66666666666,0.0,83333.33333333333,0.0,368229.90803106443,58125.0
60,968240.3081116023,0.0,401408.6855163629,0.0,83333.33333333333,0.0,364147.9892805468,58125.0
61,0.0,0.0,1355722.2214647995,0.0,83333.33333333333,0.0,360100.52111163957,58125.0
62,0.0,0.0,1341913.0321642836,0.0,83333.33333333333,0.0,356087.2254622659,58125.0
63,0.0,0.0,1328220.4765402568,0.0,83333.33333333333,0.0,352107.82647519716,58125.0
64,0.0,0.0,1314643.6129334206,0.0,83333.33333333333,0.0,348162.05048069905,58125.0
65,0.0,0.0,1301181.5071520903,0.0,83333.33333333333,0.0,344249.62597931264,58125.0
66,0.0,0.0,1287833.2324134158,0.0,83333.33333333333,0.0,340370.2836247716,58125.0
67,0.0,0.0,1274597.86928506,0.0,83333.33333333333,0.0,336523.75620705227,58125.0
68,0.0,0.0,1261474.5056273383,0.0,83333.33333333333,0.0,332709.7786355581,58125.0
69,0.0,0.0,1248462.2365358071,0.0,83333.33333333333,0.0,328928.087922435,58125.0
70,0.0,0.0,1235560.1642843105,0.0,83333.33333333333,0.0,325178.4231660179,58125.0
71,0.0,0.0,77634.5234326345,1145132.8748358306,83333.33333333333,0.0,321460.52553440747,58125.0
72,0.0,0.0,0.0,1210083.0549495951,83333.33333333333,0.0,317774.1382491755,58125.0
73,0.0,0.0,0.0,1197506.2577991034,83333.33333333333,0.0,314119.00656919787,58125.0
74,0.0,0.0,0.0,1185036.137243282,83333.33333333333,0.0,310494.87777461525,58125.0
75,0.0,0.0,0.0,1172671.830608554,83333.33333333333,0.0,306901.50115091854,58125.0
76,0.0,0.0,0.0,1160412.4820671438,83333.33333333333,0.0,303338.62797316,58125.0
77,0.0,0.0,0.0,1148257.2425831766,83333.33333333333,0.0,299806.01149028813,58125.0
78,0.0,0.0,0.0,1136205.2698592006,83333.33333333333,0.0,296303.4069096054,58125.0
79,0.0,0.0,0.0,1124255.7282831266,83333.33333333333,0.0,292830.5713813476,58125.0
80,0.0,0.0,0.0,1112407.7888755847,83333.33333333333,0.0,289387.2639833852,58125.0
81,0.0,0.0,0.0,1100660.6292376972,83333.33333333333,0.0,285973.24570604356,58125.0
82,0.0,0.0,0.0,1089013.4334992561,83333.33333333333,0.0,282588.279437043,58125.0
83,0.0,0.0,0.0,1077465.3922673117,83333.33333333333,0.0,279232.12994655705,58125.0
84,0.0,0.0,0.0,1066015.7025751637,83333.33333333333,0.0,275904.5638723879,58125.0
85,0.0,0.0,0.0,1054663.5678317507,83333.33333333333,0.0,272605.34970525786,58125.0
86,0.0,0.0,0.0,1043408.1977714393,83333.33333333333,0.0,269334.25777421665,58125.0
87,0.0,0.0,0.0,1032248.8084042063,83333.33333333333,0.0,266091.06023216323,58125.0
88,0.0,0.0,0.0,1021184.6219662103,83333.33333333333,0.0,262875.5310414808,58125.0
89,0.0,0.0,0.0,1010214.8668707552,83333.33333333333,0.0,259687.4459597852,58125.0
90,0.0,0.0,0.0,999338.7776596344,83333.33333333333,0.0,256526.58252578476,58125.0
91,0.0,0.0,0.0,988555.5949548599,83333.33333333333,0.0,253392.72004525113,58125.0
92,0.0,0.0,0.0,977864.5654107679,83333.33333333333,0.0,250285.63957710034,58125.0
93,0.0,0.0,0.0,967264.9416665023,83333.33333333333,0.0,247205.12391958307,58125.0
94,0.0,0.0,0.0,956755.9822988707,83333.33333333333,0.0,244150.95759658358,58125.0
95,0.0,0.0,0.0,946336.9517755685,83333.33333333333,0.0,241122.92684402538,58125.0
96,0.0,0.0,0.0,936007.1204087744,83333.33333333333,0.0,238120.8195963848,58125.0
97,0.0,0.0,0.0,925765.7643091041,83333.33333333333,0.0,235144.4254733093,58125.0
98,0.0,0.0,0.0,915612.1653399322,83333.33333333333,0.0,232193.5357663415,58125.0
99,0.0,0.0,0.0,905545.6110720674,83333.33333333333,0.0,229267.94342574722,58125.0
100,0.0,0.0,0.0,650682.2012561297,328216.5268159896,0.0,226367.4430474469,58125.0
101,0.0,0.0,0.0,0.0,969004.1485245503,0.0,223491.83086004958,58125.0
102,0.0,0.0,0.0,0.0,959194.5101874124,0.0,220640.90471198858,58125.0
103,0.0,0.0,0.0,0.0,949469.1230150978,0.0,217814.46405875878,58125.0
104,0.0,0.0,0.0,0.0,939827.3024480997,0.0,215012.30995025297,58125.0
105,0.0,0.0,0.0,0.0,930268.369369783,0.0,212234.24501819865,58125.0
106,0.0,0.0,0.0,0.0,920791.6500634935,0.0,209480.07346369282,58125.0
107,0.0,0.0,0.0,0.0,911396.4761700056,0.0,206749.60104483512,58125.0
108,0.0,0.0,0.0,0.0,902082.1846453018,0.0,204042.63506445743,58125.0
109,0.0,0.0,0.0,0.0,892848.1177186848,0.0,201358.98435795048,58125.0
110,0.0,0.0,0.0,0.0,883693.6228512183,0.0,198698.45928118553,58125.0
111,0.0,0.0,0.0,0.0,874618.0526944945,0.0,196060.87169853112,58125.0
112,0.0,0.0,0.0,0.0,865620.7650497245,0.0,118084.0608300819,133486.97414088188
113,0.0,0.0,0.0,0.0,856701.1228271503,0.0,0.0,248978.76394427213
114,0.0,0.0,0.0,0.0,847858.4940057753,0.0,0.0,246408.87493735383
115,0.0,0.0,0.0,0.0,839092.2515934114,0.0,0.0,243861.18573060358
116,0.0,0.0,0.0,0.0,830401.7735870398,0.0,0.0,241335.51555439376
117,0.0,0.0,0.0,0.0,821786.4429334815,0.0,0.0,238831.68507764378
118,0.0,0.0,0.0,0.0,813245.6474903792,0.0,0.0,236349.51639648067
119,0.0,0.0,0.0,0.0,804778.7799874826,0.0,0.0,233888.8330229876
120,0.0,0.0,0.0,0.0,796385.2379882417,0.0,0.0,231449.45987404176
121,0.0,0.0,0.0,0.0,788064.4238516965,0.0,0.0,229031.22326023877
122,0.0,0.0,0.0,0.0,779815.7446946696,0.0,0.0,226633.95087490487
123,0.0,0.0,0.0,0.0,771638.612354256,0.0,0.0,224257.47178319533
124,0.0,0.0,0.0,0.0,763532.443350604,0.0,0.0,221901.616411278
125,0.0,0.0,0.0,0.0,48062.15756579697,707434.5012841951,0.0,219566.21653560203
126,0.0,0.0,0.0,0.0,0.0,747530.684628193,0.0,217251.10527225118
127,0.0,0.0,0.0,0.0,0.0,739633.9510341283,0.0,214956.11706638025
128,0.0,0.0,0.0,0.0,0.0,731805.8929538046,0.0,212681.08768173464
129,0.0,0.0,0.0,0.0,0.0,724045.9497745367,0.0,210425.85419025228
130,0.0,0.0,0.0,0.0,0.0,716353.5653494489,0.0,208190.2549617472
131,0.0,0.0,0.0,0.0,0.0,708728.1879622577,0.0,205974.12965367397
132,0.0,0.0,0.0,0.0,0.0,701169.2702923277,0.0,203777.31920097274
133,0.0,0.0,0.0,0.0,0.0,693676.2693800055,0.0,201599.66580599375
134,0.0,0.0,0.0,0.0,0.0,686248.6465922232,0.0,199441.01292850138
135,0.0,0.0,0.0,0.0,0.0,678885.8675883731,0.0,197301.20527575616
136,0.0,0.0,0.0,0.0,0.0,671587.4022864506,0.0,195180.08879267515
137,0.0,0.0,0.0,0.0,0.0,664352.724829463,0.0,193077.5106520695
138,0.0,0.0,0.0,0.0,0.0,657181.3135521004,0.0,190993.31924495817
139,0.0,0.0,0.0,0.0,0.0,650072.6509476712,0.0,188927.3641709586
140,0.0,0.0,0.0,0.0,0.0,643026.2236352954,0.0,186879.49622875228
141,0.0,0.0,0.0,0.0,0.0,636041.5223273562,0.0,184849.56740662508
142,0.0,0.0,0.0,0.0,0.0,629118.041797206,0.0,182837.43087308243
143,0.0,0.0,0.0,0.0,0.0,622255.2808471288,0.0,180842.94096753764
144,0.0,0.0,0.0,0.0,0.0,615452.7422765514,0.0,178865.9531910738
145,0.0,0.0,0.0,0.0,0.0,608709.9328505056,0.0,176906.32419727798
146,0.0,0.0,0.0,0.0,0.0,602026.363268338,0.0,174963.91178314757
147,0.0,0.0,0.0,0.0,0.0,595401.5481326659,0.0,173038.57488006778
148,0.0,0.0,0.0,0.0,0.0,588835.0059185761,0.0,171130.17354486044
149,0.0,0.0,0.0,0.0,0.0,582326.2589430665,0.0,169238.5689509028
150,0.0,0.0,0.0,0.0,0.0,575874.8333347273,0.0,167363.62337931606
151,0.0,0.0,0.0,0.0,0.0,569480.2590036611,0.0,165505.20021022344
152,0.0,0.0,0.0,0.0,0.0,563142.0696116379,0.0,163663.16391407655
153,0.0,0.0,0.0,0.0,0.0,556859.8025424855,0.0,161837.38004305013
154,0.0,0.0,0.0,0.0,0.0,550632.9988727132,0.0,160027.71522250428
155,0.0,0.0,0.0,0.0,0.0,544461.2033423639,0.0,158234.03714251384
156,0.0,0.0,0.0,0.0,0.0,538343.9643260986,0.0,156456.21454946417
157,0.0,0.0,0.0,0.0,0.0,532280.8338045042,0.0,154694.11723771322
158,0.0,0.0,0.0,0.0,0.0,526271.3673356305,0.0,152947.61604131878
159,0.0,0.0,0.0,0.0,0.0,520315.12402674736,0.0,151216.582825831
160,0.0,0.0,0.0,0.0,0.0,514411.66650632664,0.0,149500.89048014913
161,0.0,0.0,0.0,0.0,0.0,508560.5608962424,0.0,147800.4129084426
162,0.0,0.0,0.0,0.0,0.0,502761.37678419,0.0,146115.02502213512
163,0.0,0.0,0.0,0.0,0.0,497013.6871963227,0.0,144444.60273195212
164,0.0,0.0,0.0,0.0,0.0,491317.06857010163,0.0,142789.02294003053
165,0.0,0.0,0.0,0.0,0.0,485671.10072736075,0.0,141148.16353209055
166,0.0,0.0,0.0,0.0,0.0,480075.36684758205,0.0,139521.90336966887
167,0.0,0.0,0.0,0.0,0.0,474529.45344138204,0.0,137910.12228241315
168,0.0,0.0,0.0,0.0,0.0,469032.9503242058,0.0,136312.70106043684
169,0.0,0.0,0.0,0.0,0.0,463585.4505902271,0.0,134729.5214467339
170,0.0,0.0,0.0,0.0,0.0,458186.55058645515,0.0,133160.46612965374
171,0.0,0.0,0.0,0.0,0.0,452835.84988704405,0.0,131605.41873543453
172,0.0,0.0,0.0,0.0,0.0,447532.9512678033,0.0,130064.26382079565
173,0.0,0.0,0.0,0.0,0.0,442277.4606809102,0.0,128536.8868655884
174,0.0,0.0,0.0,0.0,0.0,437068.9872298196,0.0,127023.17426550409
175,0.0,0.0,0.0,0.0,0.0,431907.14314437157,0.0,125523.01332483976
176,0.0,0.0,0.0,0.0,0.0,426791.54375609435,0.0,124036.29224932054
177,0.0,0.0,0.0,0.0,0.0,421721.80747370236,0.0,122562.9001389788
178,0.0,0.0,0.0,0.0,0.0,416697.555758784,0.0,121102.72698108845
179,0.0,0.0,0.0,0.0,0.0,411718.41310168453,0.0,119655.6636431558
180,0.0,0.0,0.0,0.0,0.0,406784.00699757505,0.0,118221.60186596475
181,0.0,0.0,0.0,0.0,0.0,401893.9679227114,0.0,116800.4342566769
182,0.0,0.0,0.0,0.0,0.0,397047.9293108791,0.0,115392.05428198593
183,0.0,0.0,0.0,0.0,0.0,392245.5275300236,0.0,113996.35626132575
184,0.0,0.0,0.0,0.0,0.0,387486.40185906354,0.0,112613.23536013185
185,0.0,0.0,0.0,0.0,0.0,382770.1944648873,0.0,111242.58758315595
186,0.0,0.0,0.0,0.0,0.0,378096.55037952965,0.0,109884.30976783294
187,0.0,0.0,0.0,0.0,0.0,373465.1174775281,0.0,108538.29957770002
188,0.0,0.0,0.0,0.0,0.0,368875.5464534569,0.0,107204.45549586762
189,0.0,0.0,0.0,0.0,0.0,364327.4907996383,0.0,105882.67681854166
190,0.0,0.0,0.0,0.0,0.0,359820.6067840274,0.0,104572.86364859641
191,0.0,0.0,0.0,0.0,0.0,355354.5534282737,0.0,103274.91688919847
192,0.0,0.0,0.0,0.0,0.0,350928.99248595175,0.0,101988.7382374803
193,0.0,0.0,0.0,0.0,0.0,346543.58842096577,0.0,100714.23017826378
194,0.0,0.0,0.0,0.0,0.0,342198.00838612195,0.0,99451.29597783304
195,0.0,0.0,0.0,0.0,0.0,337891.92220187077,0.0,98199.83967775626
196,0.0,0.0,0.0,0.0,0.0,333625.00233521505,0.0,96959.76608875595
197,0.0,0.0,0.0,0.0,0.0,329396.9238787854,0.0,95730.98078462767
198,0.0,0.0,0.0,0.0,0.0,325207.3645300784,0.0,94513.3900962061
199,0.0,0.0,0.0,0.0,0.0,321056.004570859,0.0,93306.90110537906
200,0.0,0.0,0.0,0.0,0.0,316942.5268467256,0.0,92111.42163914829
201,0.0,0.0,0.0,0.0,0.0,312866.6167468338,0.0,90926.86026373699
202,0.0,0.0,0.0,0.0,0.0,308827.96218378085,0.0,89753.12627874354
203,0.0,0.0,0.0,0.0,0.0,304826.25357364904,0.0,88590.12971134164
204,0.0,0.0,0.0,0.0,0.0,300861.1838162041,0.0,87437.78131052548
205,0.0,0.0,0.0,0.0,0.0,296932.44827525056,0.0,86295.9925414006
206,0.0,0.0,0.0,0.0,0.0,293039.74475914123,0.0,85164.67557951932
207,0.0,0.0,0.0,0.0,0.0,289182.77350144024,0.0,84043.74330526101
208,0.0,0.0,0.0,0.0,0.0,285361.23714173696,0.0,82933.10929825617
209,0.0,0.0,0.0,0.0,0.0,281574.84070661286,0.0,81832.68783185483
210,0.0,0.0,0.0,0.0,0.0,277823.2915907564,0.0,80742.39386763812
211,0.0,0.0,0.0,0.0,0.0,274106.2995382266,0.0,79662.14304997302
212,0.0,0.0,0.0,0.0,0.0,270423.5766238641,0.0,78591.85170060991
213,0.0,0.0,0.0,0.0,0.0,266774.83723484917,0.0,77531.43681332287
214,0.0,0.0,0.0,0.0,0.0,263159.798052404,0.0,76480.8160485919
215,0.0,0.0,0.0,0.0,0.0,259578.1780336384,0.0,75439.90772832689
216,0.0,0.0,0.0,0.0,0.0,256029.6983935391,0.0,74408.63083063315
217,0.0,0.0,0.0,0.0,0.0,252514.08258710167,0.0,73386.90498461861
218,0.0,0.0,0.0,0.0,0.0,249031.05629159938,0.0,72374.6504652406
219,0.0,0.0,0.0,0.0,0.0,245580.3473889965,0.0,71371.78818819487
220,0.0,0.0,0.0,0.0,0.0,242161.68594849436,0.0,70378.23970484282
221,0.0,0.0,0.0,0.0,0.0,238774.8042092218,0.0,69393.92719718114
222,0.0,0.0,0.0,0.0,0.0,235419.43656305352,0.0,68418.77347284822
223,0.0,0.0,0.0,0.0,0.0,232095.31953756898,0.0,67452.70196017169
224,0.0,0.0,0.0,0.0,0.0,228802.1917791458,0.0,66495.63670325486
225,0.0,0.0,0.0,0.0,0.0,225539.79403618252,0.0,65547.50235710088
226,0.0,0.0,0.0,0.0,0.0,222307.8691424547,0.0,64608.22418277563
227,0.0,0.0,0.0,0.0,0.0,219106.1620006048,0.0,63677.7280426094
228,0.0,0.0,0.0,0.0,0.0,215934.4195657577,0.0,62755.9403954352
229,0.0,0.0,0.0,0.0,0.0,212792.39082926683,0.0,61842.78829186494
230,0.0,0.0,0.0,0.0,0.0,209679.826802589,0.0,60938.19936960312
231,0.0,0.0,0.0,0.0,0.0,206596.4805012871,0.0,60042.101848797545
232,0.0,0.0,0.0,0.0,0.0,203542.1069291531,0.0,59154.42452742507
233,0.0,0.0,0.0,0.0,0.0,200516.4630624623,0.0,58275.096776715574
234,0.0,0.0,0.0,0.0,0.0,197519.30783435004,0.0,57404.04853661134
235,0.0,0.0,0.0,0.0,0.0,194550.40211930595,0.0,56541.21031126079
236,0.0,0.0,0.0,0.0,0.0,191609.50871779982,0.0,55686.51316455028
237,0.0,0.0,0.0,0.0,0.0,118022.75627820205,0.0,34300.36318930572
238,0.0,0.0,0.0,0.0,0.0,0.0013438255553410272,0.0,-3.965901150877471e-05
239,0.0,0.0,0.0,0.0,0.0,0.0013438255553410272,0.0,-3.965901150877471e-05
